,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
530626,1988,4,12,8,4,1988-12-08,DL,19790,DL,,464,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,635,635,0,0,0,0,0600-0659,,,,,742,742,0,0,0,0,0700-0759,0,,0,67,67,,1,356,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321377,1988,2,6,22,3,1988-06-22,US,20355,AL,,342,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1835,1842,7,7,0,0,1800-1859,,,,,2058,2155,57,57,1,3,2000-2059,0,,0,83,133,,1,412,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058831,1988,4,11,15,2,1988-11-15,NW,19386,NW,,885,13244,1324401,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,16440,1644001,30423,AUS,"Austin, TX",TX,48,Texas,74,1547,1547,0,0,0,0,1500-1559,,,,,1723,1738,15,15,1,1,1700-1759,0,,0,96,111,,1,556,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544143,1988,2,4,11,1,1988-04-11,US,20355,AL,,350,10529,1052902,30529,BDL,"Hartford, CT",CT,9,Connecticut,11,11278,1127801,30852,DCA,"Washington, DC",VA,51,Virginia,38,1455,1523,28,28,1,1,1400-1459,,,,,1559,1629,30,30,1,2,1500-1559,0,,0,64,66,,1,313,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741463,1988,1,3,7,1,1988-03-07,TW,20211,TW,,136,11292,1129201,30325,DEN,"Denver, CO",CO,8,Colorado,82,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,920,920,0,0,0,0,0900-0959,,,,,1224,1218,-6,0,0,-1,1200-1259,0,,0,124,118,,1,781,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434450,1988,2,5,19,4,1988-05-19,CO,19704,CO,,786,12266,1226601,31453,IAH,"Houston, TX",TX,48,Texas,74,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1850,1907,17,17,1,1,1800-1859,,,,,2236,2244,8,8,0,0,2200-2259,0,,0,166,157,,1,1076,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316518,1988,3,7,13,3,1988-07-13,DL,19790,DL,,423,11066,1106601,31066,CMH,"Columbus, OH",OH,39,Ohio,44,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,610,610,0,0,0,0,0600-0659,,,,,734,730,-4,0,0,-1,0700-0759,0,,0,84,80,,1,446,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442173,1988,3,9,11,7,1988-09-11,EA,19707,EA,,575,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1232,1232,0,0,0,0,1200-1259,,,,,1335,1345,10,10,0,0,1300-1359,0,,0,63,73,,1,227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867681,1988,3,9,27,2,1988-09-27,UA,19977,UA,,555,13931,1393101,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2008,2005,-3,0,0,-1,2000-2059,,,,,2114,2107,-7,0,0,-1,2100-2159,0,,0,126,122,,1,717,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658767,1988,1,1,18,1,1988-01-18,NW,19386,NW,,991,13244,1324401,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,850,855,5,5,0,0,0800-0859,,,,,1118,1115,-3,0,0,-1,1100-1159,0,,0,268,260,,1,1870,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098356,1988,1,2,20,6,1988-02-20,WN,19393,WN,,50,13232,1323201,30977,MDW,"Chicago, IL",IL,17,Illinois,41,10693,1069301,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1345,1345,0,0,0,0,1300-1359,,,,,1500,1500,0,0,0,0,1500-1559,0,,0,75,75,,1,395,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172632,1988,3,7,18,1,1988-07-18,DL,19790,DL,,156,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13303,1330302,32467,MIA,"Miami, FL",FL,12,Florida,33,638,638,0,0,0,0,0600-0659,,,,,815,815,0,0,0,0,0800-0859,0,,0,97,97,,1,595,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147925,1988,2,6,26,7,1988-06-26,UA,19977,UA,,542,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10874,1087401,30647,CAK,"Akron, OH",OH,39,Ohio,44,2000,2003,3,3,0,0,2000-2059,,,,,2214,2206,-8,0,0,-1,2200-2259,0,,0,74,63,,1,344,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200752,1988,2,6,22,3,1988-06-22,CO,19704,CO,,534,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,11292,1129201,30325,DEN,"Denver, CO",CO,8,Colorado,82,400,400,0,0,0,0,0001-0559,,,,,712,658,-14,0,0,-1,0700-0759,0,,0,132,118,,1,849,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873777,1988,3,7,20,3,1988-07-20,AA,19805,AA,,480,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15096,1509601,35096,SYR,"Syracuse, NY",NY,36,New York,22,2005,2015,10,10,0,0,2000-2059,,,,,2248,2258,10,10,0,0,2200-2259,0,,0,103,103,,1,607,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84630,1988,1,2,12,5,1988-02-12,AA,19805,AA,,581,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14683,1468301,33214,SAT,"San Antonio, TX",TX,48,Texas,74,1844,2022,98,98,1,6,1800-1859,,,,,2136,2246,70,70,1,4,2100-2159,0,,0,172,144,,1,1041,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726813,1988,4,10,10,1,1988-10-10,DL,19790,DL,,551,11042,1104201,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,600,600,0,0,0,0,0600-0659,,,,,730,725,-5,0,0,-1,0700-0759,0,,0,90,85,,1,554,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131021,1988,2,4,11,1,1988-04-11,AA,19805,AA,,142,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,915,917,2,2,0,0,0900-0959,,,,,1506,1514,8,8,0,0,1500-1559,0,,0,231,237,,1,1739,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27855,1989,3,7,25,2,1989-07-25,DL,19790,DL,,1494,11648,1164801,31648,FCA,"Kalispell, MT",MT,30,Montana,84,14869,1486901,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1355,1355,0,0,0,0,1300-1359,,,,,1519,1513,-6,0,0,-1,1500-1559,0,,0,84,78,,1,532,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585995,1989,1,2,3,5,1989-02-03,AA,19805,AA,,73,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,13830,1383001,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,1728,1809,41,41,1,2,1700-1759,,,,,1811,1901,50,50,1,3,1800-1859,0,,0,43,52,,1,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991355,1989,3,8,31,4,1989-08-31,DL,19790,DL,,1623,15370,1537001,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,14869,1486901,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,855,855,0,0,0,0,0800-0859,,,,,1011,1014,3,3,0,0,1000-1059,0,,0,136,139,,1,926,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039822,1989,2,5,27,6,1989-05-27,PA (1),20384,PA,,511,13303,1330302,32467,MIA,"Miami, FL",FL,12,Florida,33,12266,1226601,31453,IAH,"Houston, TX",TX,48,Texas,74,730,730,0,0,0,0,0700-0759,,,,,857,855,-2,0,0,-1,0800-0859,0,,0,147,145,,1,964,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165123,1989,1,3,31,5,1989-03-31,WN,19393,WN,,857,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,13232,1323201,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1705,1710,5,5,0,0,1700-1759,,,,,1815,1826,11,11,0,0,1800-1859,0,,0,70,76,,1,405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369109,1989,1,1,21,6,1989-01-21,US,20355,US,,992,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,10257,1025701,30257,ALB,"Albany, NY",NY,36,New York,22,1640,1638,-2,0,0,-1,1600-1659,,,,,1749,1750,1,1,0,0,1700-1759,0,,0,69,72,,1,367,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749700,1989,3,8,14,1,1989-08-14,DL,19790,DL,,429,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,1658,1706,8,8,0,0,1600-1659,,,,,1720,1729,9,9,0,0,1700-1759,0,,0,82,83,,1,425,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183983,1989,4,12,31,7,1989-12-31,WN,19393,WN,,917,11540,1154001,30615,ELP,"El Paso, TX",TX,48,Texas,74,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1340,1340,0,0,0,0,1300-1359,,,,,1450,1445,-5,0,0,-1,1400-1459,0,,0,70,65,,1,347,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712256,1989,3,9,25,1,1989-09-25,UA,19977,UA,,521,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13796,1379601,32457,OAK,"Oakland, CA",CA,6,California,91,744,743,-1,0,0,-1,0700-0759,,,,,1017,1014,-3,0,0,-1,1000-1059,0,,0,273,271,,1,1836,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860600,1989,2,5,25,4,1989-05-25,HP,19991,HP,,230,13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,730,735,5,5,0,0,0700-0759,,,,,830,836,6,6,0,0,0800-0859,0,,0,60,61,,1,325,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916793,1989,3,7,28,5,1989-07-28,UA,19977,UA,,1291,10299,1029901,30299,ANC,"Anchorage, AK",AK,2,Alaska,1,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,1705,1709,4,4,0,0,1700-1759,,,,,2115,2115,0,0,0,0,2100-2159,0,,0,190,186,,1,1448,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917046,1989,3,8,2,3,1989-08-02,UA,19977,UA,,1199,14321,1432101,34321,PWM,"Portland, ME",ME,23,Maine,12,12264,1226401,30852,IAD,"Washington, DC",VA,51,Virginia,38,640,638,-2,0,0,-1,0600-0659,,,,,822,829,7,7,0,0,0800-0859,0,,0,102,111,,1,494,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217778,1989,1,1,11,3,1989-01-11,US,20355,US,,2822,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,1600,1611,11,11,0,0,1600-1659,,,,,1716,1720,4,4,0,0,1700-1759,0,,0,76,69,,1,337,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577225,1989,4,10,31,2,1989-10-31,WN,19393,WN,,248,11259,1125901,30194,DAL,"Dallas, TX",TX,48,Texas,74,12896,1289601,32896,LBB,"Lubbock, TX",TX,48,Texas,74,1540,1540,0,0,0,0,1500-1559,,,,,1640,1633,-7,0,0,-1,1600-1659,0,,0,60,53,,1,293,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734270,1989,1,2,27,1,1989-02-27,US,20355,US,,32,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1740,1748,8,8,0,0,1700-1759,,,,,2048,2102,14,14,0,0,2000-2059,0,,0,128,134,,1,918,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356645,1989,3,8,7,1,1989-08-07,AA,19805,AA,,1183,14831,1483101,32457,SJC,"San Jose, CA",CA,6,California,91,14570,1457001,34570,RNO,"Reno, NV",NV,32,Nevada,85,1155,1155,0,0,0,0,1100-1159,,,,,1248,1250,2,2,0,0,1200-1259,0,,0,53,55,,1,189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218482,1989,3,9,27,3,1989-09-27,US,20355,US,,2686,14831,1483101,32457,SJC,"San Jose, CA",CA,6,California,91,14679,1467901,33570,SAN,"San Diego, CA",CA,6,California,91,1750,1749,-1,0,0,-1,1700-1759,,,,,1907,1909,2,2,0,0,1900-1959,0,,0,77,80,,1,418,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684870,1989,3,7,26,3,1989-07-26,TW,20211,TW,,305,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,15304,1530401,33195,TPA,"Tampa, FL",FL,12,Florida,33,1925,2031,66,66,1,4,1900-1959,,,,,2221,10,109,109,1,7,2200-2259,0,,0,176,219,,1,1005,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514041,1989,2,4,2,7,1989-04-02,CO,19704,CO,,740,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,14321,1432101,34321,PWM,"Portland, ME",ME,23,Maine,12,2230,2235,5,5,0,0,2200-2259,,,,,2350,2355,5,5,0,0,2300-2359,0,,0,80,80,,1,284,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341041,1989,1,2,22,3,1989-02-22,US,20355,US,,370,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,13230,1323001,32070,MDT,"Harrisburg, PA",PA,42,Pennsylvania,23,1730,1752,22,22,1,1,1700-1759,,,,,1813,1846,33,33,1,2,1800-1859,0,,0,43,54,,1,185,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837948,1989,3,7,24,1,1989-07-24,WN,19393,WN,,38,12191,1219101,31453,HOU,"Houston, TX",TX,48,Texas,74,11259,1125901,30194,DAL,"Dallas, TX",TX,48,Texas,74,1530,1535,5,5,0,0,1500-1559,,,,,1625,1627,2,2,0,0,1600-1659,0,,0,55,52,,1,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360244,1989,3,9,8,5,1989-09-08,NW,19386,NW,,696,11337,1133701,31337,DLH,"Duluth, MN",MN,27,Minnesota,63,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,620,615,-5,0,0,-1,0600-0659,,,,,704,655,-9,0,0,-1,0700-0759,0,,0,44,40,,1,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92432,1989,3,8,26,6,1989-08-26,US,20355,US,,396,13495,1349501,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1210,1212,2,2,0,0,1200-1259,,,,,1520,1522,2,2,0,0,1500-1559,0,,0,130,130,,1,918,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374923,1989,1,2,11,6,1989-02-11,NW,19386,NW,,624,13244,1324401,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,10599,1059901,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,2035,2032,-3,0,0,-1,2000-2059,,,,,2127,2122,-5,0,0,-1,2100-2159,0,,0,52,50,,1,211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123505,1989,3,7,12,3,1989-07-12,US,20355,US,,350,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91,1935,1949,14,14,0,0,1900-1959,,,,,2037,2053,16,16,1,1,2000-2059,0,,0,62,64,,1,325,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708886,1989,3,8,27,7,1989-08-27,EA,19707,EA,,341,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,15304,1530401,33195,TPA,"Tampa, FL",FL,12,Florida,33,1800,1800,0,0,0,0,1800-1859,,,,,1935,2015,40,40,1,2,1900-1959,0,,0,95,135,,1,406,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788504,1989,1,2,7,2,1989-02-07,DL,19790,DL,,260,11298,1129801,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10781,1078101,30781,BTR,"Baton Rouge, LA",LA,22,Louisiana,72,1759,1759,0,0,0,0,1700-1759,,,,,1909,1909,0,0,0,0,1900-1959,0,,0,70,70,,1,383,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705883,1989,3,9,20,3,1989-09-20,CO,19704,CO,,828,11140,1114001,31140,CRP,"Corpus Christi, TX",TX,48,Texas,74,12266,1226601,31453,IAH,"Houston, TX",TX,48,Texas,74,1150,1150,0,0,0,0,1100-1159,,,,,1245,1240,-5,0,0,-1,1200-1259,0,,0,55,50,,1,201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926665,1989,2,5,29,1,1989-05-29,DL,19790,DL,,1882,12280,1228001,32280,IDA,"Idaho Falls, ID",ID,16,Idaho,83,14869,1486901,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1045,1045,0,0,0,0,1000-1059,,,,,1131,1129,-2,0,0,-1,1100-1159,0,,0,46,44,,1,189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111923,1989,2,4,23,7,1989-04-23,AA,19805,AA,,519,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11423,1142302,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,1445,1445,0,0,0,0,1400-1459,,,,,1555,1553,-2,0,0,-1,1500-1559,0,,0,70,68,,1,299,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195534,1989,4,12,8,5,1989-12-08,TW,20211,TW,,430,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,754,754,0,0,0,0,0700-0759,,,,,1103,1106,3,3,0,0,1100-1159,0,,0,129,132,,1,813,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520447,1989,2,4,6,4,1989-04-06,UA,19977,UA,,1047,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,10713,1071301,30713,BOI,"Boise, ID",ID,16,Idaho,83,720,719,-1,0,0,-1,0700-0759,,,,,930,941,11,11,0,0,0900-0959,0,,0,70,82,,1,399,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325702,1989,1,3,6,1,1989-03-06,WN,19393,WN,,424,14683,1468301,33214,SAT,"San Antonio, TX",TX,48,Texas,74,12191,1219101,31453,HOU,"Houston, TX",TX,48,Texas,74,2055,2055,0,0,0,0,2000-2059,,,,,2145,2134,-11,0,0,-1,2100-2159,0,,0,50,39,,1,192,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183540,1989,2,6,30,5,1989-06-30,DL,19790,DL,,589,11298,1129801,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12266,1226601,31453,IAH,"Houston, TX",TX,48,Texas,74,2214,2214,0,0,0,0,2200-2259,,,,,2305,2309,4,4,0,0,2300-2359,0,,0,51,55,,1,224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217949,1989,2,6,8,4,1989-06-08,AS,19930,AS,,212,11884,1188401,31884,GEG,"Spokane, WA",WA,53,Washington,93,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,1155,1218,23,23,1,1,1100-1159,,,,,1255,1320,25,25,1,1,1200-1259,0,,0,60,62,,1,279,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517165,1989,1,1,27,5,1989-01-27,DL,19790,DL,,220,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1757,1757,0,0,0,0,1700-1759,,,,,1930,1928,-2,0,0,-1,1900-1959,0,,0,93,91,,1,507,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697783,1989,2,5,18,4,1989-05-18,DL,19790,DL,,1750,10299,1029901,30299,ANC,"Anchorage, AK",AK,2,Alaska,1,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,135,135,0,0,0,0,0001-0559,,,,,541,535,-6,0,0,-1,0001-0559,0,,0,186,180,,1,1448,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166289,1989,2,4,5,3,1989-04-05,AS,19930,AS,,65,12819,1281901,31401,KTN,"Ketchikan, AK",AK,2,Alaska,1,15841,1584101,35841,WRG,"Wrangell, AK",AK,2,Alaska,1,905,930,25,25,1,1,0900-0959,,,,,940,1010,30,30,1,2,0900-0959,0,,0,35,40,,1,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290095,1989,1,2,2,4,1989-02-02,WN,19393,WN,,401,15370,1537001,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,12191,1219101,31453,HOU,"Houston, TX",TX,48,Texas,74,625,625,0,0,0,0,0600-0659,,,,,745,756,11,11,0,0,0700-0759,0,,0,80,91,,1,453,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901833,1989,1,2,14,2,1989-02-14,TW,20211,TW,,155,13303,1330302,32467,MIA,"Miami, FL",FL,12,Florida,33,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,920,918,-2,0,0,-1,0900-0959,,,,,1119,1102,-17,0,0,-2,1100-1159,0,,0,179,164,,1,1068,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623161,1989,4,12,11,1,1989-12-11,DL,19790,DL,,495,11267,1126701,31267,DAY,"Dayton, OH",OH,39,Ohio,44,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,645,645,0,0,0,0,0600-0659,,,,,718,720,2,2,0,0,0700-0759,0,,0,33,35,,1,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031264,1989,2,4,25,2,1989-04-25,DL,19790,DL,,1792,11298,1129801,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12339,1233901,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,2028,2028,0,0,0,0,2000-2059,,,,,2225,2211,-14,0,0,-1,2200-2259,0,,0,117,103,,1,762,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
